assembly_accession	marker	protein_accession	mapping	candidate_count	sequence_sha256	original_header
GCF_002970915.1	YceD	WP_105452751.1	unique_exact_sequence	1	7faf029d157ea9672968c54982d275a26ec9da2e681e6b7cf545e92772bf2ff7	WP_105452751.1 YceD family protein [Lactiplantibacillus koreensis]
GCF_000468955.1	YceD	WP_021037559.1	unique_exact_sequence	1	6255bedca5cfc33901f2f34635b83000bd16f586db385b5aa3016e70991e857f	WP_021037559.1 YceD family protein [Lactococcus cremoris]
GCF_903886475.1	YidD	WP_011225443.1	unique_exact_sequence	1	1eeeafaec49d56c7c75d25817b2a51b555e41b1397ea7718e9a7148549b960dd	WP_011225443.1 membrane protein insertion efficiency factor YidD [Streptococcus thermophilus]
GCF_002970915.1	YidD	WP_105451290.1	unique_exact_sequence	1	d214528321ae2232361fcdb4b304c714ad1cc813772860bd1718b7e9ad7efe61	WP_105451290.1 membrane protein insertion efficiency factor YidD [Lactiplantibacillus koreensis]
GCF_000468955.1	YidD	WP_021037613.1	unique_exact_sequence	1	a59c0045f6a2ed7425f172fe95ff449b2e1a492a25209a5299e8dfe2447a2d91	WP_021037613.1 MULTISPECIES: membrane protein insertion efficiency factor YidD [Lactococcus]
GCF_903886475.1	eIF-1a	WP_001040189.1	unique_exact_sequence	1	cdab8295016ef42fdf4ff1c44d4bf1946eed5eb436458ab0b94509861d665077	WP_001040189.1 MULTISPECIES: translation initiation factor IF-1 [Bacillota]
GCF_002970915.1	eIF-1a	WP_003638082.1	unique_exact_sequence	1	1a7ec7fdcfa7d9274d59f5a21eb3255796799e501abc335ca4cd6a516e96733a	WP_003638082.1 MULTISPECIES: translation initiation factor IF-1 [Lactiplantibacillus]
GCF_000468955.1	eIF-1a	WP_003130554.1	unique_exact_sequence	1	3550b3201f96f1bbc9ef2da658008ca9067370842b023fad01c31997352c5176	WP_003130554.1 MULTISPECIES: translation initiation factor IF-1 [Lactococcus]
GCF_903886475.1	ribosomal_L24	WP_002946158.1	unique_exact_sequence	1	489c9ac9297610fd761ac53fd4d45880b86fda61ce6820d6b6b00d446dadf8f5	WP_002946158.1 MULTISPECIES: 50S ribosomal protein L24 [Streptococcus]
GCF_002970915.1	ribosomal_L24	WP_105448024.1	unique_exact_sequence	1	f16ea2304ad13cc2476168d9d2ae5a3648d47196720dbddeb875d18d1a6f28fa	WP_105448024.1 MULTISPECIES: 50S ribosomal protein L24 [Lactiplantibacillus]
GCF_000468955.1	ribosomal_L24	WP_003129951.1	unique_exact_sequence	1	e68ac6f1d69f85ea903c6e97a23b56954136643a8d2d5e93474671f0c28253b4	WP_003129951.1 MULTISPECIES: 50S ribosomal protein L24 [Lactococcus]
GCF_903886475.1	tRNA_m1G_MT	WP_011227401.1	unique_exact_sequence	1	5845edbe6d0788bee6b6a9702640241eef7e6c3425a8aa76a176ffc044f65588	WP_011227401.1 tRNA (guanosine(37)-N1)-methyltransferase TrmD [Streptococcus thermophilus]
GCF_002970915.1	tRNA_m1G_MT	WP_105450626.1	unique_exact_sequence	1	f78dcbecad43233db4499f7e0db752179f9a2249a49d231542f218eb3097d946	WP_105450626.1 tRNA (guanosine(37)-N1)-methyltransferase TrmD [Lactiplantibacillus koreensis]
GCF_000468955.1	tRNA_m1G_MT	WP_041168729.1	unique_exact_sequence	1	e286aa9e41e9ec5b43424cf1758066f092d96f2d49b14144eeb7e87c2e4fe9e6	WP_041168729.1 tRNA (guanosine(37)-N1)-methyltransferase TrmD [Lactococcus cremoris]
